File,Error
email/sample-3480.eml,argument of type 'Header' is not iterable
email/sample-3457.eml,argument of type 'Header' is not iterable
email/sample-5032.eml,argument of type 'Header' is not iterable
email/sample-380.eml,argument of type 'Header' is not iterable
email/sample-4884.eml,argument of type 'Header' is not iterable
email/sample-5230.eml,argument of type 'Header' is not iterable
email/sample-343.eml,argument of type 'Header' is not iterable
email/sample-4674.eml,argument of type 'Header' is not iterable
email/sample-2204.eml,argument of type 'Header' is not iterable
email/sample-430.eml,Object of type Header is not JSON serializable
email/sample-4661.eml,argument of type 'Header' is not iterable
email/sample-4885.eml,argument of type 'Header' is not iterable
email/sample-1080.eml,argument of type 'Header' is not iterable
email/sample-154.eml,argument of type 'Header' is not iterable
email/sample-5033.eml,argument of type 'Header' is not iterable
email/sample-3456.eml,argument of type 'Header' is not iterable
email/sample-829.eml,argument of type 'Header' is not iterable
email/sample-815.eml,argument of type 'Header' is not iterable
email/sample-3536.eml,argument of type 'Header' is not iterable
email/sample-5153.eml,argument of type 'Header' is not iterable
email/sample-975.eml,argument of type 'Header' is not iterable
email/sample-3287.eml,argument of type 'Header' is not iterable
email/sample-5379.eml,argument of type 'Header' is not iterable
email/sample-1679.eml,argument of type 'Header' is not iterable
email/sample-1123.eml,argument of type 'Header' is not iterable
email/sample-4729.eml,argument of type 'Header' is not iterable
email/sample-5437.eml,argument of type 'Header' is not iterable
email/sample-1137.eml,argument of type 'Header' is not iterable
email/sample-3907.eml,argument of type 'Header' is not iterable
email/sample-5347.eml,argument of type 'Header' is not iterable
email/sample-1653.eml,argument of type 'Header' is not iterable
email/sample-4071.eml,argument of type 'Header' is not iterable
email/sample-3285.eml,argument of type 'Header' is not iterable
email/sample-3440.eml,argument of type 'Header' is not iterable
email/sample-5019.eml,argument of type 'Header' is not iterable
email/sample-1900.eml,argument of type 'Header' is not iterable
email/sample-4878.eml,argument of type 'Header' is not iterable
email/sample-3124.eml,argument of type 'Header' is not iterable
email/sample-3130.eml,argument of type 'Header' is not iterable
email/sample-426.eml,argument of type 'Header' is not iterable
email/sample-340.eml,argument of type 'Header' is not iterable
email/sample-432.eml,Object of type Header is not JSON serializable
email/sample-2207.eml,argument of type 'Header' is not iterable
email/sample-4110.eml,argument of type 'Header' is not iterable
email/sample-2561.eml,argument of type 'Header' is not iterable
email/sample-4886.eml,argument of type 'Header' is not iterable
email/sample-4879.eml,argument of type 'Header' is not iterable
email/sample-4851.eml,argument of type 'Header' is not iterable
email/sample-1097.eml,argument of type 'Header' is not iterable
email/sample-4460.eml,argument of type 'Header' is not iterable
email/sample-5018.eml,argument of type 'Header' is not iterable
email/sample-1524.eml,argument of type 'Header' is not iterable
email/sample-1530.eml,argument of type 'Header' is not iterable
email/sample-1478.eml,argument of type 'Header' is not iterable
email/sample-5636.eml,argument of type 'Header' is not iterable
email/sample-2830.eml,argument of type 'Header' is not iterable
email/sample-4070.eml,argument of type 'Header' is not iterable
email/sample-5408.eml,argument of type 'Header' is not iterable
email/sample-1652.eml,argument of type 'Header' is not iterable
email/sample-590.eml,argument of type 'Header' is not iterable
email/sample-1806.eml,argument of type 'Header' is not iterable
email/sample-1621.eml,argument of type 'Header' is not iterable
email/sample-1147.eml,argument of type 'Header' is not iterable
email/sample-905.eml,argument of type 'Header' is not iterable
email/sample-1379.eml,argument of type 'Header' is not iterable
email/sample-1437.eml,argument of type 'Header' is not iterable
email/sample-124.eml,argument of type 'Header' is not iterable
email/sample-3426.eml,argument of type 'Header' is not iterable
email/sample-4349.eml,argument of type 'Header' is not iterable
email/sample-5057.eml,argument of type 'Header' is not iterable
email/sample-2506.eml,argument of type 'Header' is not iterable
email/sample-4605.eml,argument of type 'Header' is not iterable
email/sample-1027.eml,argument of type 'Header' is not iterable
email/sample-4162.eml,argument of type 'Header' is not iterable
email/sample-2705.eml,argument of type 'Header' is not iterable
email/sample-1436.eml,argument of type 'Header' is not iterable
email/sample-2117.eml,argument of type 'Header' is not iterable
email/sample-4566.eml,argument of type 'Header' is not iterable
email/sample-5446.eml,argument of type 'Header' is not iterable
email/sample-1620.eml,argument of type 'Header' is not iterable
email/sample-1146.eml,argument of type 'Header' is not iterable
email/sample-4016.eml,argument of type 'Header' is not iterable
email/sample-2301.eml,argument of type 'Header' is not iterable
email/sample-284.eml,argument of type 'Header' is not iterable
email/sample-3960.eml,argument of type 'Header' is not iterable
email/sample-2698.eml,argument of type 'Header' is not iterable
email/sample-5849.eml,argument of type 'Header' is not iterable
email/sample-906.eml,argument of type 'Header' is not iterable
email/sample-3579.eml,argument of type 'Header' is not iterable
email/sample-1408.eml,argument of type 'Header' is not iterable
email/sample-4389.eml,argument of type 'Header' is not iterable
email/sample-2920.eml,argument of type 'Header' is not iterable
email/sample-4821.eml,argument of type 'Header' is not iterable
email/sample-2277.eml,argument of type 'Header' is not iterable
email/sample-2511.eml,argument of type 'Header' is not iterable
email/sample-2505.eml,argument of type 'Header' is not iterable
email/sample-1031.eml,argument of type 'Header' is not iterable
email/sample-4149.eml,argument of type 'Header' is not iterable
email/sample-5531.eml,argument of type 'Header' is not iterable
email/sample-4175.eml,argument of type 'Header' is not iterable
email/sample-2276.eml,argument of type 'Header' is not iterable
email/sample-4820.eml,argument of type 'Header' is not iterable
email/sample-3430.eml,argument of type 'Header' is not iterable
email/sample-4411.eml,argument of type 'Header' is not iterable
email/sample-2706.eml,argument of type 'Header' is not iterable
email/sample-3222.eml,argument of type 'Header' is not iterable
email/sample-1435.eml,argument of type 'Header' is not iterable
email/sample-734.eml,argument of type 'Header' is not iterable
email/sample-4565.eml,argument of type 'Header' is not iterable
email/sample-1145.eml,argument of type 'Header' is not iterable
email/sample-4029.eml,argument of type 'Header' is not iterable
email/sample-536.eml,argument of type 'Header' is not iterable
email/sample-2302.eml,argument of type 'Header' is not iterable
email/sample-3791.eml,argument of type 'Header' is not iterable
email/sample-1838.eml,argument of type 'Header' is not iterable
email/sample-5486.eml,argument of type 'Header' is not iterable
email/sample-283.eml,argument of type 'Header' is not iterable
email/sample-5441.eml,argument of type 'Header' is not iterable
email/sample-268.eml,argument of type 'Header' is not iterable
email/sample-4011.eml,argument of type 'Header' is not iterable
email/sample-2104.eml,argument of type 'Header' is not iterable
email/sample-3568.eml,argument of type 'Header' is not iterable
email/sample-1419.eml,argument of type 'Header' is not iterable
email/sample-5092.eml,argument of type 'Header' is not iterable
email/sample-5079.eml,argument of type 'Header' is not iterable
email/sample-4415.eml,argument of type 'Header' is not iterable
email/sample-5535.eml,argument of type 'Header' is not iterable
email/sample-4165.eml,argument of type 'Header' is not iterable
email/sample-5508.eml,argument of type 'Header' is not iterable
email/sample-4170.eml,argument of type 'Header' is not iterable
email/sample-4164.eml,argument of type 'Header' is not iterable
email/sample-2515.eml,argument of type 'Header' is not iterable
email/sample-4825.eml,argument of type 'Header' is not iterable
email/sample-4414.eml,argument of type 'Header' is not iterable
email/sample-1578.eml,argument of type 'Header' is not iterable
email/sample-4400.eml,argument of type 'Header' is not iterable
email/sample-2071.eml,argument of type 'Header' is not iterable
email/sample-5078.eml,argument of type 'Header' is not iterable
email/sample-5093.eml,argument of type 'Header' is not iterable
email/sample-5087.eml,argument of type 'Header' is not iterable
email/sample-3569.eml,argument of type 'Header' is not iterable
email/sample-1418.eml,argument of type 'Header' is not iterable
email/sample-2105.eml,argument of type 'Header' is not iterable
email/sample-1430.eml,argument of type 'Header' is not iterable
email/sample-2461.eml,argument of type 'Header' is not iterable
email/sample-4776.eml,argument of type 'Header' is not iterable
email/sample-1140.eml,argument of type 'Header' is not iterable
email/sample-49.eml,argument of type 'Header' is not iterable
email/sample-4992.eml,argument of type 'Header' is not iterable
email/sample-1181.eml,argument of type 'Header' is not iterable
email/sample-4984.eml,argument of type 'Header' is not iterable
email/sample-4774.eml,argument of type 'Header' is not iterable
email/sample-4012.eml,argument of type 'Header' is not iterable
email/sample-3594.eml,argument of type 'Header' is not iterable
email/sample-2649.eml,argument of type 'Header' is not iterable
email/sample-1591.eml,argument of type 'Header' is not iterable
email/sample-5091.eml,argument of type 'Header' is not iterable
email/sample-5052.eml,argument of type 'Header' is not iterable
email/sample-5708.eml,argument of type 'Header' is not iterable
email/sample-4416.eml,argument of type 'Header' is not iterable
email/sample-5293.eml,argument of type 'Header' is not iterable
email/sample-1778.eml,argument of type 'Header' is not iterable
email/sample-2271.eml,argument of type 'Header' is not iterable
email/sample-4166.eml,argument of type 'Header' is not iterable
email/sample-2516.eml,argument of type 'Header' is not iterable
email/sample-5292.eml,argument of type 'Header' is not iterable
email/sample-5084.eml,argument of type 'Header' is not iterable
email/sample-5090.eml,argument of type 'Header' is not iterable
email/sample-4211.eml,argument of type 'Header' is not iterable
email/sample-2660.eml,argument of type 'Header' is not iterable
email/sample-3224.eml,argument of type 'Header' is not iterable
email/sample-2648.eml,argument of type 'Header' is not iterable
email/sample-929.eml,argument of type 'Header' is not iterable
email/sample-4775.eml,argument of type 'Header' is not iterable
email/sample-2304.eml,argument of type 'Header' is not iterable
email/sample-4013.eml,argument of type 'Header' is not iterable
email/sample-4007.eml,argument of type 'Header' is not iterable
email/sample-1631.eml,argument of type 'Header' is not iterable
email/sample-281.eml,argument of type 'Header' is not iterable
email/sample-2335.eml,argument of type 'Header' is not iterable
email/sample-4744.eml,argument of type 'Header' is not iterable
email/sample-4988.eml,argument of type 'Header' is not iterable
email/sample-5472.eml,argument of type 'Header' is not iterable
email/sample-2862.eml,argument of type 'Header' is not iterable
email/sample-2651.eml,argument of type 'Header' is not iterable
email/sample-4208.eml,argument of type 'Header' is not iterable
email/sample-1589.eml,argument of type 'Header' is not iterable
email/sample-878.eml,argument of type 'Header' is not iterable
email/sample-4368.eml,argument of type 'Header' is not iterable
email/sample-5076.eml,argument of type 'Header' is not iterable
email/sample-4817.eml,argument of type 'Header' is not iterable
email/sample-1984.eml,argument of type 'Header' is not iterable
email/sample-5274.eml,argument of type 'Header' is not iterable
email/sample-3604.eml,argument of type 'Header' is not iterable
email/sample-5275.eml,argument of type 'Header' is not iterable
email/sample-4802.eml,argument of type 'Header' is not iterable
email/sample-5077.eml,argument of type 'Header' is not iterable
email/sample-1588.eml,argument of type 'Header' is not iterable
email/sample-1173.eml,argument of type 'Header' is not iterable
email/sample-3764.eml,argument of type 'Header' is not iterable
email/sample-1601.eml,argument of type 'Header' is not iterable
email/sample-3770.eml,argument of type 'Header' is not iterable
email/sample-4989.eml,argument of type 'Header' is not iterable
email/sample-4745.eml,argument of type 'Header' is not iterable
email/sample-2334.eml,argument of type 'Header' is not iterable
email/sample-4960.eml,argument of type 'Header' is not iterable
email/sample-1603.eml,argument of type 'Header' is not iterable
email/sample-5129.eml,argument of type 'Header' is not iterable
email/sample-2652.eml,argument of type 'Header' is not iterable
email/sample-4357.eml,argument of type 'Header' is not iterable
email/sample-5707.eml,argument of type 'Header' is not iterable
email/sample-5075.eml,argument of type 'Header' is not iterable
email/sample-1213.eml,argument of type 'Header' is not iterable
email/sample-4828.eml,argument of type 'Header' is not iterable
email/sample-4814.eml,argument of type 'Header' is not iterable
email/sample-2530.eml,argument of type 'Header' is not iterable
email/sample-4141.eml,argument of type 'Header' is not iterable
email/sample-5276.eml,argument of type 'Header' is not iterable
email/sample-305.eml,argument of type 'Header' is not iterable
email/sample-4140.eml,argument of type 'Header' is not iterable
email/sample-311.eml,argument of type 'Header' is not iterable
email/sample-4829.eml,argument of type 'Header' is not iterable
email/sample-5074.eml,argument of type 'Header' is not iterable
email/sample-1164.eml,argument of type 'Header' is not iterable
email/sample-259.eml,argument of type 'Header' is not iterable
email/sample-265.eml,argument of type 'Header' is not iterable
email/sample-45.eml,argument of type 'Header' is not iterable
email/sample-1835.eml,argument of type 'Header' is not iterable
email/sample-4959.eml,argument of type 'Header' is not iterable
email/sample-3788.eml,argument of type 'Header' is not iterable
email/sample-69.eml,Object of type Header is not JSON serializable
email/sample-1148.eml,argument of type 'Header' is not iterable
email/sample-4756.eml,argument of type 'Header' is not iterable
email/sample-2455.eml,argument of type 'Header' is not iterable
email/sample-2680.eml,argument of type 'Header' is not iterable
email/sample-5662.eml,argument of type 'Header' is not iterable
email/sample-4232.eml,argument of type 'Header' is not iterable
email/sample-1438.eml,argument of type 'Header' is not iterable
email/sample-2092.eml,argument of type 'Header' is not iterable
email/sample-1202.eml,argument of type 'Header' is not iterable
email/sample-3401.eml,argument of type 'Header' is not iterable
email/sample-5070.eml,argument of type 'Header' is not iterable
email/sample-5058.eml,argument of type 'Header' is not iterable
email/sample-2290.eml,argument of type 'Header' is not iterable
email/sample-4144.eml,argument of type 'Header' is not iterable
email/sample-473.eml,argument of type 'Header' is not iterable
email/sample-2247.eml,argument of type 'Header' is not iterable
email/sample-1028.eml,argument of type 'Header' is not iterable
email/sample-1029.eml,argument of type 'Header' is not iterable
email/sample-314.eml,argument of type 'Header' is not iterable
email/sample-5515.eml,argument of type 'Header' is not iterable
email/sample-5273.eml,argument of type 'Header' is not iterable
email/sample-4186.eml,argument of type 'Header' is not iterable
email/sample-4810.eml,argument of type 'Header' is not iterable
email/sample-4435.eml,argument of type 'Header' is not iterable
email/sample-1559.eml,argument of type 'Header' is not iterable
email/sample-5071.eml,argument of type 'Header' is not iterable
email/sample-658.eml,argument of type 'Header' is not iterable
email/sample-3399.eml,argument of type 'Header' is not iterable
email/sample-2130.eml,argument of type 'Header' is not iterable
email/sample-5663.eml,argument of type 'Header' is not iterable
email/sample-4569.eml,argument of type 'Header' is not iterable
email/sample-2859.eml,argument of type 'Header' is not iterable
email/sample-1149.eml,argument of type 'Header' is not iterable
email/sample-5461.eml,argument of type 'Header' is not iterable
email/sample-3945.eml,argument of type 'Header' is not iterable
email/sample-1834.eml,argument of type 'Header' is not iterable
email/sample-1163.eml,argument of type 'Header' is not iterable
email/sample-1611.eml,argument of type 'Header' is not iterable
email/sample-2318.eml,argument of type 'Header' is not iterable
email/sample-4769.eml,argument of type 'Header' is not iterable
email/sample-4219.eml,argument of type 'Header' is not iterable
email/sample-4543.eml,argument of type 'Header' is not iterable
email/sample-2132.eml,argument of type 'Header' is not iterable
email/sample-4231.eml,argument of type 'Header' is not iterable
email/sample-2085.eml,argument of type 'Header' is not iterable
email/sample-1598.eml,argument of type 'Header' is not iterable
email/sample-3402.eml,argument of type 'Header' is not iterable
email/sample-5073.eml,argument of type 'Header' is not iterable
email/sample-2052.eml,argument of type 'Header' is not iterable
email/sample-1942.eml,argument of type 'Header' is not iterable
email/sample-4184.eml,argument of type 'Header' is not iterable
email/sample-2278.eml,argument of type 'Header' is not iterable
email/sample-302.eml,argument of type 'Header' is not iterable
email/sample-1758.eml,argument of type 'Header' is not iterable
email/sample-471.eml,argument of type 'Header' is not iterable
email/sample-1994.eml,argument of type 'Header' is not iterable
email/sample-4608.eml,argument of type 'Header' is not iterable
email/sample-4813.eml,argument of type 'Header' is not iterable
email/sample-5072.eml,argument of type 'Header' is not iterable
email/sample-4556.eml,argument of type 'Header' is not iterable
email/sample-4218.eml,argument of type 'Header' is not iterable
email/sample-2669.eml,argument of type 'Header' is not iterable
email/sample-4581.eml,argument of type 'Header' is not iterable
email/sample-4740.eml,argument of type 'Header' is not iterable
email/sample-2319.eml,argument of type 'Header' is not iterable
email/sample-1162.eml,argument of type 'Header' is not iterable
email/sample-1604.eml,argument of type 'Header' is not iterable
email/sample-1837.eml,argument of type 'Header' is not iterable
email/sample-3909.eml,argument of type 'Header' is not iterable
email/sample-4914.eml,argument of type 'Header' is not iterable
email/sample-1139.eml,argument of type 'Header' is not iterable
email/sample-4727.eml,argument of type 'Header' is not iterable
email/sample-24.eml,argument of type 'Header' is not iterable
email/sample-5411.eml,argument of type 'Header' is not iterable
email/sample-2829.eml,argument of type 'Header' is not iterable
email/sample-953.eml,argument of type 'Header' is not iterable
email/sample-1449.eml,argument of type 'Header' is not iterable
email/sample-4445.eml,argument of type 'Header' is not iterable
email/sample-5773.eml,argument of type 'Header' is not iterable
email/sample-5015.eml,argument of type 'Header' is not iterable
email/sample-5001.eml,argument of type 'Header' is not iterable
email/sample-4684.eml,argument of type 'Header' is not iterable
email/sample-4874.eml,argument of type 'Header' is not iterable
email/sample-4860.eml,argument of type 'Header' is not iterable
email/sample-2578.eml,argument of type 'Header' is not iterable
email/sample-4109.eml,argument of type 'Header' is not iterable
email/sample-1065.eml,argument of type 'Header' is not iterable
email/sample-1064.eml,argument of type 'Header' is not iterable
email/sample-2579.eml,argument of type 'Header' is not iterable
email/sample-371.eml,argument of type 'Header' is not iterable
email/sample-4861.eml,argument of type 'Header' is not iterable
email/sample-3868.eml,argument of type 'Header' is not iterable
email/sample-1925.eml,argument of type 'Header' is not iterable
email/sample-2586.eml,argument of type 'Header' is not iterable
email/sample-1931.eml,argument of type 'Header' is not iterable
email/sample-3471.eml,argument of type 'Header' is not iterable
email/sample-3303.eml,argument of type 'Header' is not iterable
email/sample-5014.eml,argument of type 'Header' is not iterable
email/sample-3459.eml,argument of type 'Header' is not iterable
email/sample-1474.eml,argument of type 'Header' is not iterable
email/sample-5148.eml,argument of type 'Header' is not iterable
email/sample-4530.eml,argument of type 'Header' is not iterable
email/sample-4524.eml,argument of type 'Header' is not iterable
email/sample-5809.eml,argument of type 'Header' is not iterable
email/sample-952.eml,argument of type 'Header' is not iterable
email/sample-205.eml,argument of type 'Header' is not iterable
email/sample-25.eml,argument of type 'Header' is not iterable
email/sample-1138.eml,argument of type 'Header' is not iterable
email/sample-5438.eml,argument of type 'Header' is not iterable
email/sample-3908.eml,argument of type 'Header' is not iterable
email/sample-4901.eml,argument of type 'Header' is not iterable
email/sample-2382.eml,argument of type 'Header' is not iterable
email/sample-4056.eml,argument of type 'Header' is not iterable
email/sample-4724.eml,argument of type 'Header' is not iterable
email/sample-5189.eml,argument of type 'Header' is not iterable
email/sample-4283.eml,argument of type 'Header' is not iterable
email/sample-950.eml,argument of type 'Header' is not iterable
email/sample-4526.eml,argument of type 'Header' is not iterable
email/sample-5162.eml,argument of type 'Header' is not iterable
email/sample-3498.eml,argument of type 'Header' is not iterable
email/sample-3329.eml,argument of type 'Header' is not iterable
email/sample-4452.eml,argument of type 'Header' is not iterable
email/sample-5002.eml,argument of type 'Header' is not iterable
email/sample-5016.eml,argument of type 'Header' is not iterable
email/sample-1099.eml,argument of type 'Header' is not iterable
email/sample-4863.eml,argument of type 'Header' is not iterable
email/sample-373.eml,argument of type 'Header' is not iterable
email/sample-2221.eml,argument of type 'Header' is not iterable
email/sample-4888.eml,argument of type 'Header' is not iterable
email/sample-1066.eml,argument of type 'Header' is not iterable
email/sample-429.eml,Object of type Header is not JSON serializable
email/sample-3664.eml,argument of type 'Header' is not iterable
email/sample-1067.eml,argument of type 'Header' is not iterable
email/sample-428.eml,Object of type Header is not JSON serializable
email/sample-5229.eml,argument of type 'Header' is not iterable
email/sample-4862.eml,argument of type 'Header' is not iterable
email/sample-1098.eml,argument of type 'Header' is not iterable
email/sample-1926.eml,argument of type 'Header' is not iterable
email/sample-5017.eml,argument of type 'Header' is not iterable
email/sample-5003.eml,argument of type 'Header' is not iterable
email/sample-3328.eml,argument of type 'Header' is not iterable
email/sample-2036.eml,argument of type 'Header' is not iterable
email/sample-5163.eml,argument of type 'Header' is not iterable
email/sample-992.eml,argument of type 'Header' is not iterable
email/sample-1477.eml,argument of type 'Header' is not iterable
email/sample-5177.eml,argument of type 'Header' is not iterable
email/sample-2624.eml,argument of type 'Header' is not iterable
email/sample-951.eml,argument of type 'Header' is not iterable
email/sample-4282.eml,argument of type 'Header' is not iterable
email/sample-5413.eml,argument of type 'Header' is not iterable
email/sample-4725.eml,argument of type 'Header' is not iterable
email/sample-4043.eml,argument of type 'Header' is not iterable
email/sample-5349.eml,argument of type 'Header' is not iterable
email/sample-4057.eml,argument of type 'Header' is not iterable
email/sample-3738.eml,argument of type 'Header' is not iterable
email/sample-3937.eml,argument of type 'Header' is not iterable
email/sample-4912.eml,argument of type 'Header' is not iterable
email/sample-1856.eml,argument of type 'Header' is not iterable
email/sample-5417.eml,argument of type 'Header' is not iterable
email/sample-2378.eml,argument of type 'Header' is not iterable
email/sample-1117.eml,argument of type 'Header' is not iterable
email/sample-2191.eml,argument of type 'Header' is not iterable
email/sample-1473.eml,argument of type 'Header' is not iterable
email/sample-5167.eml,argument of type 'Header' is not iterable
email/sample-4523.eml,argument of type 'Header' is not iterable
email/sample-4245.eml,argument of type 'Header' is not iterable
email/sample-2797.eml,argument of type 'Header' is not iterable
email/sample-5007.eml,argument of type 'Header' is not iterable
email/sample-5775.eml,argument of type 'Header' is not iterable
email/sample-4331.eml,argument of type 'Header' is not iterable
email/sample-4866.eml,argument of type 'Header' is not iterable
email/sample-1088.eml,argument of type 'Header' is not iterable
email/sample-1063.eml,argument of type 'Header' is not iterable
email/sample-2542.eml,argument of type 'Header' is not iterable
email/sample-411.eml,argument of type 'Header' is not iterable
email/sample-4873.eml,argument of type 'Header' is not iterable
email/sample-4867.eml,argument of type 'Header' is not iterable
email/sample-2027.eml,argument of type 'Header' is not iterable
email/sample-175.eml,argument of type 'Header' is not iterable
email/sample-5774.eml,argument of type 'Header' is not iterable
email/sample-5006.eml,argument of type 'Header' is not iterable
email/sample-4318.eml,argument of type 'Header' is not iterable
email/sample-4522.eml,argument of type 'Header' is not iterable
email/sample-2621.eml,argument of type 'Header' is not iterable
email/sample-5166.eml,argument of type 'Header' is not iterable
email/sample-1314.eml,argument of type 'Header' is not iterable
email/sample-954.eml,argument of type 'Header' is not iterable
email/sample-798.eml,argument of type 'Header' is not iterable
email/sample-4720.eml,argument of type 'Header' is not iterable
email/sample-1102.eml,argument of type 'Header' is not iterable
email/sample-5416.eml,argument of type 'Header' is not iterable
email/sample-1116.eml,argument of type 'Header' is not iterable
email/sample-1857.eml,argument of type 'Header' is not iterable
email/sample-4913.eml,argument of type 'Header' is not iterable
email/sample-4939.eml,argument of type 'Header' is not iterable
email/sample-4050.eml,argument of type 'Header' is not iterable
email/sample-1128.eml,argument of type 'Header' is not iterable
email/sample-5819.eml,argument of type 'Header' is not iterable
email/sample-2838.eml,argument of type 'Header' is not iterable
email/sample-5164.eml,argument of type 'Header' is not iterable
email/sample-5170.eml,argument of type 'Header' is not iterable
email/sample-4534.eml,argument of type 'Header' is not iterable
email/sample-5010.eml,argument of type 'Header' is not iterable
email/sample-5776.eml,argument of type 'Header' is not iterable
email/sample-3307.eml,argument of type 'Header' is not iterable
email/sample-3475.eml,argument of type 'Header' is not iterable
email/sample-2025.eml,argument of type 'Header' is not iterable
email/sample-3663.eml,argument of type 'Header' is not iterable
email/sample-349.eml,argument of type 'Header' is not iterable
email/sample-3139.eml,argument of type 'Header' is not iterable
email/sample-5548.eml,argument of type 'Header' is not iterable
email/sample-3893.eml,argument of type 'Header' is not iterable
email/sample-2555.eml,argument of type 'Header' is not iterable
email/sample-3892.eml,argument of type 'Header' is not iterable
email/sample-5549.eml,argument of type 'Header' is not iterable
email/sample-3138.eml,argument of type 'Header' is not iterable
email/sample-3662.eml,argument of type 'Header' is not iterable
email/sample-4864.eml,argument of type 'Header' is not iterable
email/sample-4870.eml,argument of type 'Header' is not iterable
email/sample-3879.eml,argument of type 'Header' is not iterable
email/sample-4327.eml,argument of type 'Header' is not iterable
email/sample-2024.eml,argument of type 'Header' is not iterable
email/sample-5005.eml,argument of type 'Header' is not iterable
email/sample-1511.eml,argument of type 'Header' is not iterable
email/sample-2622.eml,argument of type 'Header' is not iterable
email/sample-2178.eml,argument of type 'Header' is not iterable
email/sample-5165.eml,argument of type 'Header' is not iterable
email/sample-2839.eml,argument of type 'Header' is not iterable
email/sample-1129.eml,argument of type 'Header' is not iterable
email/sample-1115.eml,argument of type 'Header' is not iterable
email/sample-1101.eml,argument of type 'Header' is not iterable
email/sample-5367.eml,argument of type 'Header' is not iterable
email/sample-4092.eml,argument of type 'Header' is not iterable
email/sample-4910.eml,argument of type 'Header' is not iterable
